2025-11-03 15:09:16,099 - INFO - Inisialisasi Enhanced Screen Detection...
2025-11-03 15:09:20,231 - INFO - Loading InsightFace...
2025-11-03 15:09:20,726 - INFO - ✓ InsightFace loaded
2025-11-03 15:09:20,726 - INFO - Enhanced Screen Detector siap!
2025-11-03 15:09:20,726 - INFO - Starting Enhanced Screen Detection...
2025-11-03 15:09:23,632 - INFO - Frame 34: FAKE - Conf: 0.400, Texture: 13459, EdgeQ: 0.13, Penalty: 0.30
2025-11-03 15:09:27,699 - INFO - Frame 94: FAKE - Conf: 0.500, Texture: 28647, EdgeQ: 0.17, Penalty: 0.20
2025-11-03 15:09:27,765 - INFO - Frame 95: FAKE - Conf: 0.200, Texture: 27708, EdgeQ: 0.17, Penalty: 0.50
2025-11-03 15:09:27,832 - INFO - Frame 96: FAKE - Conf: 0.200, Texture: 26454, EdgeQ: 0.17, Penalty: 0.50
2025-11-03 15:09:27,894 - INFO - Frame 97: FAKE - Conf: 0.500, Texture: 25702, EdgeQ: 0.18, Penalty: 0.20
2025-11-03 15:09:27,964 - INFO - Frame 98: FAKE - Conf: 0.200, Texture: 27819, EdgeQ: 0.17, Penalty: 0.50
2025-11-03 15:09:28,032 - INFO - Frame 99: FAKE - Conf: 0.200, Texture: 27428, EdgeQ: 0.16, Penalty: 0.50
2025-11-03 15:09:28,093 - INFO - Frame 100: FAKE - Conf: 0.200, Texture: 26667, EdgeQ: 0.14, Penalty: 0.50
2025-11-03 15:09:28,163 - INFO - Frame 101: FAKE - Conf: 0.200, Texture: 26254, EdgeQ: 0.19, Penalty: 0.50
2025-11-03 15:09:28,232 - INFO - Frame 102: FAKE - Conf: 0.200, Texture: 25130, EdgeQ: 0.16, Penalty: 0.50
2025-11-03 15:09:28,295 - INFO - Frame 103: FAKE - Conf: 0.200, Texture: 25335, EdgeQ: 0.17, Penalty: 0.50
2025-11-03 15:09:28,365 - INFO - Frame 104: FAKE - Conf: 0.500, Texture: 25907, EdgeQ: 0.12, Penalty: 0.20
2025-11-03 15:09:28,429 - INFO - Frame 105: FAKE - Conf: 0.200, Texture: 25150, EdgeQ: 0.14, Penalty: 0.50
2025-11-03 15:09:28,497 - INFO - Frame 106: FAKE - Conf: 0.200, Texture: 26054, EdgeQ: 0.16, Penalty: 0.50
2025-11-03 15:09:28,566 - INFO - Frame 107: FAKE - Conf: 0.200, Texture: 28399, EdgeQ: 0.13, Penalty: 0.50
2025-11-03 15:09:28,626 - INFO - Frame 108: FAKE - Conf: 0.200, Texture: 29652, EdgeQ: 0.16, Penalty: 0.50
2025-11-03 15:09:28,699 - INFO - Frame 109: FAKE - Conf: 0.200, Texture: 27537, EdgeQ: 0.16, Penalty: 0.50
2025-11-03 15:09:28,758 - INFO - Frame 110: FAKE - Conf: 0.200, Texture: 26396, EdgeQ: 0.17, Penalty: 0.50
2025-11-03 15:09:28,827 - INFO - Frame 111: FAKE - Conf: 0.200, Texture: 26405, EdgeQ: 0.16, Penalty: 0.50
2025-11-03 15:09:28,905 - INFO - Frame 112: FAKE - Conf: 0.200, Texture: 24746, EdgeQ: 0.15, Penalty: 0.50
2025-11-03 15:09:28,967 - INFO - Frame 113: FAKE - Conf: 0.200, Texture: 22982, EdgeQ: 0.12, Penalty: 0.50
2025-11-03 15:09:29,033 - INFO - Frame 114: FAKE - Conf: 0.200, Texture: 21837, EdgeQ: 0.14, Penalty: 0.50
2025-11-03 15:09:29,098 - INFO - Frame 115: FAKE - Conf: 0.200, Texture: 21252, EdgeQ: 0.13, Penalty: 0.50
2025-11-03 15:09:29,167 - INFO - Frame 116: FAKE - Conf: 0.200, Texture: 19140, EdgeQ: 0.19, Penalty: 0.50
2025-11-03 15:09:29,237 - INFO - Frame 117: FAKE - Conf: 0.200, Texture: 17516, EdgeQ: 0.15, Penalty: 0.50
2025-11-03 15:09:29,305 - INFO - Frame 118: FAKE - Conf: 0.200, Texture: 17436, EdgeQ: 0.18, Penalty: 0.50
2025-11-03 15:09:29,369 - INFO - Frame 119: FAKE - Conf: 0.200, Texture: 16980, EdgeQ: 0.14, Penalty: 0.50
2025-11-03 15:09:29,427 - INFO - Frame 120: FAKE - Conf: 0.200, Texture: 13905, EdgeQ: 0.14, Penalty: 0.50
2025-11-03 15:09:29,497 - INFO - Frame 121: FAKE - Conf: 0.200, Texture: 13577, EdgeQ: 0.13, Penalty: 0.50
2025-11-03 15:09:29,571 - INFO - Frame 122: FAKE - Conf: 0.400, Texture: 13090, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:29,641 - INFO - Frame 123: FAKE - Conf: 0.400, Texture: 13060, EdgeQ: 0.13, Penalty: 0.30
2025-11-03 15:09:29,701 - INFO - Frame 124: FAKE - Conf: 0.400, Texture: 13916, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:29,761 - INFO - Frame 125: FAKE - Conf: 0.400, Texture: 13789, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:29,833 - INFO - Frame 126: FAKE - Conf: 0.400, Texture: 13832, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:29,895 - INFO - Frame 127: FAKE - Conf: 0.400, Texture: 13683, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:29,962 - INFO - Frame 128: FAKE - Conf: 0.400, Texture: 14843, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:30,034 - INFO - Frame 129: FAKE - Conf: 0.400, Texture: 15347, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:30,097 - INFO - Frame 130: FAKE - Conf: 0.400, Texture: 15717, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:30,161 - INFO - Frame 131: FAKE - Conf: 0.400, Texture: 15685, EdgeQ: 0.13, Penalty: 0.30
2025-11-03 15:09:30,230 - INFO - Frame 132: FAKE - Conf: 0.400, Texture: 14984, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:30,298 - INFO - Frame 133: FAKE - Conf: 0.400, Texture: 15925, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:30,364 - INFO - Frame 134: FAKE - Conf: 0.400, Texture: 16729, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:30,434 - INFO - Frame 135: FAKE - Conf: 0.400, Texture: 15888, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:30,497 - INFO - Frame 136: FAKE - Conf: 0.400, Texture: 15456, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:30,569 - INFO - Frame 137: FAKE - Conf: 0.400, Texture: 15858, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:30,632 - INFO - Frame 138: FAKE - Conf: 0.400, Texture: 15629, EdgeQ: 0.13, Penalty: 0.30
2025-11-03 15:09:30,703 - INFO - Frame 139: FAKE - Conf: 0.400, Texture: 16460, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:30,765 - INFO - Frame 140: FAKE - Conf: 0.400, Texture: 16274, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:30,828 - INFO - Frame 141: FAKE - Conf: 0.400, Texture: 15388, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:30,897 - INFO - Frame 142: FAKE - Conf: 0.400, Texture: 14766, EdgeQ: 0.13, Penalty: 0.30
2025-11-03 15:09:30,970 - INFO - Frame 143: FAKE - Conf: 0.400, Texture: 14021, EdgeQ: 0.12, Penalty: 0.30
2025-11-03 15:09:31,035 - INFO - Frame 144: FAKE - Conf: 0.400, Texture: 13489, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:31,099 - INFO - Frame 145: FAKE - Conf: 0.400, Texture: 12589, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,160 - INFO - Frame 146: FAKE - Conf: 0.400, Texture: 12378, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,229 - INFO - Frame 147: FAKE - Conf: 0.400, Texture: 12525, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,300 - INFO - Frame 148: FAKE - Conf: 0.400, Texture: 12999, EdgeQ: 0.13, Penalty: 0.30
2025-11-03 15:09:31,366 - INFO - Frame 149: FAKE - Conf: 0.400, Texture: 11138, EdgeQ: 0.12, Penalty: 0.30
2025-11-03 15:09:31,428 - INFO - Frame 150: FAKE - Conf: 0.400, Texture: 12267, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:31,497 - INFO - Frame 151: FAKE - Conf: 0.400, Texture: 14684, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,566 - INFO - Frame 152: FAKE - Conf: 0.400, Texture: 14460, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,640 - INFO - Frame 153: FAKE - Conf: 0.400, Texture: 15851, EdgeQ: 0.13, Penalty: 0.30
2025-11-03 15:09:31,699 - INFO - Frame 154: FAKE - Conf: 0.400, Texture: 14470, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,768 - INFO - Frame 155: FAKE - Conf: 0.400, Texture: 13079, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,834 - INFO - Frame 156: FAKE - Conf: 0.400, Texture: 12071, EdgeQ: 0.14, Penalty: 0.30
2025-11-03 15:09:31,900 - INFO - Frame 157: FAKE - Conf: 0.400, Texture: 15061, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:31,965 - INFO - Frame 158: FAKE - Conf: 0.400, Texture: 15931, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:32,033 - INFO - Frame 159: FAKE - Conf: 0.400, Texture: 17131, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:32,092 - INFO - Frame 160: FAKE - Conf: 0.400, Texture: 15801, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:32,169 - INFO - Frame 161: FAKE - Conf: 0.500, Texture: 16087, EdgeQ: 0.21, Penalty: 0.30
2025-11-03 15:09:32,232 - INFO - Frame 162: FAKE - Conf: 0.400, Texture: 12980, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:32,296 - INFO - Frame 163: FAKE - Conf: 0.400, Texture: 12578, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:32,365 - INFO - Frame 164: FAKE - Conf: 0.400, Texture: 13759, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:32,434 - INFO - Frame 165: FAKE - Conf: 0.400, Texture: 13980, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:32,499 - INFO - Frame 166: FAKE - Conf: 0.400, Texture: 13387, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:32,568 - INFO - Frame 167: FAKE - Conf: 0.400, Texture: 13746, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:32,630 - INFO - Frame 168: FAKE - Conf: 0.400, Texture: 15086, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:32,702 - INFO - Frame 169: FAKE - Conf: 0.400, Texture: 15368, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:32,763 - INFO - Frame 170: FAKE - Conf: 0.400, Texture: 15594, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:32,827 - INFO - Frame 171: FAKE - Conf: 0.400, Texture: 12420, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:32,896 - INFO - Frame 172: FAKE - Conf: 0.400, Texture: 13434, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:32,966 - INFO - Frame 173: FAKE - Conf: 0.400, Texture: 15051, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:33,035 - INFO - Frame 174: FAKE - Conf: 0.400, Texture: 15116, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:33,105 - INFO - Frame 175: FAKE - Conf: 0.400, Texture: 15482, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:33,174 - INFO - Frame 176: FAKE - Conf: 0.400, Texture: 15689, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:33,232 - INFO - Frame 177: FAKE - Conf: 0.400, Texture: 16322, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:33,289 - INFO - Frame 178: FAKE - Conf: 0.400, Texture: 15729, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:33,359 - INFO - Frame 179: FAKE - Conf: 0.400, Texture: 15633, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:33,424 - INFO - Frame 180: FAKE - Conf: 0.400, Texture: 15949, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:33,489 - INFO - Frame 181: FAKE - Conf: 0.500, Texture: 16024, EdgeQ: 0.21, Penalty: 0.30
2025-11-03 15:09:33,558 - INFO - Frame 182: FAKE - Conf: 0.400, Texture: 16085, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:33,623 - INFO - Frame 183: FAKE - Conf: 0.500, Texture: 15496, EdgeQ: 0.21, Penalty: 0.30
2025-11-03 15:09:33,692 - INFO - Frame 184: FAKE - Conf: 0.500, Texture: 15606, EdgeQ: 0.21, Penalty: 0.30
2025-11-03 15:09:33,757 - INFO - Frame 185: FAKE - Conf: 0.400, Texture: 15930, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:33,824 - INFO - Frame 186: FAKE - Conf: 0.400, Texture: 15852, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:33,892 - INFO - Frame 187: FAKE - Conf: 0.400, Texture: 15461, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:33,955 - INFO - Frame 188: FAKE - Conf: 0.400, Texture: 15479, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:34,024 - INFO - Frame 189: FAKE - Conf: 0.400, Texture: 15882, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:34,092 - INFO - Frame 190: FAKE - Conf: 0.400, Texture: 15856, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:34,156 - INFO - Frame 191: FAKE - Conf: 0.400, Texture: 15834, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:34,225 - INFO - Frame 192: FAKE - Conf: 0.400, Texture: 16085, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:34,289 - INFO - Frame 193: FAKE - Conf: 0.400, Texture: 15691, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:34,355 - INFO - Frame 194: FAKE - Conf: 0.400, Texture: 15332, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:34,425 - INFO - Frame 195: FAKE - Conf: 0.400, Texture: 15346, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:34,492 - INFO - Frame 196: FAKE - Conf: 0.400, Texture: 14961, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:34,555 - INFO - Frame 197: FAKE - Conf: 0.400, Texture: 14976, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:34,626 - INFO - Frame 198: FAKE - Conf: 0.400, Texture: 14128, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:34,688 - INFO - Frame 199: FAKE - Conf: 0.400, Texture: 14046, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:34,757 - INFO - Frame 200: FAKE - Conf: 0.400, Texture: 14669, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:34,824 - INFO - Frame 201: FAKE - Conf: 0.400, Texture: 13947, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:34,891 - INFO - Frame 202: FAKE - Conf: 0.400, Texture: 13699, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:34,953 - INFO - Frame 203: FAKE - Conf: 0.400, Texture: 13649, EdgeQ: 0.15, Penalty: 0.30
2025-11-03 15:09:35,031 - INFO - Frame 204: FAKE - Conf: 0.400, Texture: 13725, EdgeQ: 0.16, Penalty: 0.30
2025-11-03 15:09:35,088 - INFO - Frame 205: FAKE - Conf: 0.400, Texture: 13686, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:35,156 - INFO - Frame 206: FAKE - Conf: 0.400, Texture: 14142, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:35,226 - INFO - Frame 207: FAKE - Conf: 0.400, Texture: 14476, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:35,288 - INFO - Frame 208: FAKE - Conf: 0.400, Texture: 14108, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:35,357 - INFO - Frame 209: FAKE - Conf: 0.400, Texture: 13819, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:35,424 - INFO - Frame 210: FAKE - Conf: 0.400, Texture: 13528, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:35,490 - INFO - Frame 211: FAKE - Conf: 0.400, Texture: 13721, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:35,557 - INFO - Frame 212: FAKE - Conf: 0.400, Texture: 14046, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:35,623 - INFO - Frame 213: FAKE - Conf: 0.400, Texture: 13837, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:35,691 - INFO - Frame 214: FAKE - Conf: 0.400, Texture: 14267, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:35,758 - INFO - Frame 215: FAKE - Conf: 0.400, Texture: 13876, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:35,822 - INFO - Frame 216: FAKE - Conf: 0.400, Texture: 13770, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:35,890 - INFO - Frame 217: FAKE - Conf: 0.400, Texture: 14464, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:35,957 - INFO - Frame 218: FAKE - Conf: 0.400, Texture: 14088, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:36,023 - INFO - Frame 219: FAKE - Conf: 0.400, Texture: 14012, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:36,088 - INFO - Frame 220: FAKE - Conf: 0.400, Texture: 14468, EdgeQ: 0.17, Penalty: 0.30
2025-11-03 15:09:36,181 - INFO - Frame 221: FAKE - Conf: 0.400, Texture: 14581, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:36,256 - INFO - Frame 222: FAKE - Conf: 0.400, Texture: 14944, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:36,323 - INFO - Frame 223: FAKE - Conf: 0.400, Texture: 15503, EdgeQ: 0.19, Penalty: 0.30
2025-11-03 15:09:36,391 - INFO - Frame 224: FAKE - Conf: 0.400, Texture: 14619, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:36,456 - INFO - Frame 225: FAKE - Conf: 0.400, Texture: 14786, EdgeQ: 0.18, Penalty: 0.30
2025-11-03 15:09:36,524 - INFO - Frame 226: FAKE - Conf: 0.500, Texture: 14688, EdgeQ: 0.21, Penalty: 0.30
2025-11-03 15:09:36,589 - INFO - Frame 227: FAKE - Conf: 0.400, Texture: 14456, EdgeQ: 0.19, Penalty: 0.30
